source name	characteristics[organism]	characteristics[organism part]	characteristics[tissue supergroup]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[sex]	characteristics[sampling time]	characteristics[treatment]	characteristics[depletion]	characteristics[pooled sample]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[reduction reagent]	comment[alkylation reagent]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[ms2 mass analyzer]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms1 scan range]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[sample preparation batch]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[strain or breed]	factor value[sampling time]
S_A8_1	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	normal	adult	Apoetm1Unc	male	8 week	Standard Diet	no depletion	not pooled	1	S_A8_1_FR3	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	3	1	cohort 2	20151103_Qep8_MiWi_SA_102073_FR3_23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Apoetm1Unc	8 week
S_A8_1	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	normal	adult	Apoetm1Unc	male	8 week	Standard Diet	no depletion	not pooled	1	S_A8_1_ECM	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	4	1	cohort 2	20151103_Qep8_MiWi_SA_102073_ECM_24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Apoetm1Unc	8 week
S_A8_2	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	normal	adult	Apoetm1Unc	male	8 week	Standard Diet	no depletion	not pooled	2	S_A8_2_FR1	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	1	1	cohort 2	20151103_Qep8_MiWi_SA_102084_FR1_29.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Apoetm1Unc	8 week
S_A8_2	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	normal	adult	Apoetm1Unc	male	8 week	Standard Diet	no depletion	not pooled	2	S_A8_2_FR2	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	2	1	cohort 2	20151103_Qep8_MiWi_SA_102084_FR2_30.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Apoetm1Unc	8 week
S_A8_2	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	normal	adult	Apoetm1Unc	male	8 week	Standard Diet	no depletion	not pooled	2	S_A8_2_FR3	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	3	1	cohort 2	20151103_Qep8_MiWi_SA_102084_FR3_31_151120031800.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Apoetm1Unc	8 week
S_A8_2	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	normal	adult	Apoetm1Unc	male	8 week	Standard Diet	no depletion	not pooled	2	S_A8_2_ECM	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	4	1	cohort 2	20151103_Qep8_MiWi_SA_102084_ECM_32_151120135926.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Apoetm1Unc	8 week
S_A8_3	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	normal	adult	Apoetm1Unc	male	8 week	Standard Diet	no depletion	not pooled	3	S_A8_3_FR1	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	1	1	cohort 2	20151103_Qep8_MiWi_SA_102088_FR1_25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Apoetm1Unc	8 week
S_A8_3	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	normal	adult	Apoetm1Unc	male	8 week	Standard Diet	no depletion	not pooled	3	S_A8_3_FR2	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	2	1	cohort 2	20151103_Qep8_MiWi_SA_102088_FR2_26.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Apoetm1Unc	8 week
S_A8_3	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	normal	adult	Apoetm1Unc	male	8 week	Standard Diet	no depletion	not pooled	3	S_A8_3_FR3	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	3	1	cohort 2	20151103_Qep8_MiWi_SA_102088_FR3_27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Apoetm1Unc	8 week
S_A8_3	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	normal	adult	Apoetm1Unc	male	8 week	Standard Diet	no depletion	not pooled	3	S_A8_3_ECM	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	4	1	cohort 2	20151103_Qep8_MiWi_SA_102088_ECM_28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Apoetm1Unc	8 week
S_A8_4	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	normal	adult	Apoetm1Unc	male	8 week	Standard Diet	no depletion	not pooled	4	S_A8_4_FR1	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	1	1	cohort 2	20151103_Qep8_MiWi_SA_102092_FR1_17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Apoetm1Unc	8 week
S_A8_4	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	normal	adult	Apoetm1Unc	male	8 week	Standard Diet	no depletion	not pooled	4	S_A8_4_FR2	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	2	1	cohort 2	20151103_Qep8_MiWi_SA_102092_FR2_18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Apoetm1Unc	8 week
S_A8_4	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	normal	adult	Apoetm1Unc	male	8 week	Standard Diet	no depletion	not pooled	4	S_A8_4_FR3	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	3	1	cohort 2	20151103_Qep8_MiWi_SA_102092_FR3_19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Apoetm1Unc	8 week
S_A8_4	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	normal	adult	Apoetm1Unc	male	8 week	Standard Diet	no depletion	not pooled	4	S_A8_4_ECM	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	4	1	cohort 2	20151103_Qep8_MiWi_SA_102092_ECM_20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Apoetm1Unc	8 week
S_A16_1	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	atherosclerosis	adult	Apoetm1Unc	male	16 week	high fat diet	no depletion	not pooled	1	S_A16_1_FR1	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	1	1	cohort 2	20151103_Qep8_MiWi_SA_072897_FR1_53.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Apoetm1Unc	16 week
S_A16_1	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	atherosclerosis	adult	Apoetm1Unc	male	16 week	high fat diet	no depletion	not pooled	1	S_A16_1_FR2	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	2	1	cohort 2	20151103_Qep8_MiWi_SA_072897_FR2_54.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Apoetm1Unc	16 week
S_A16_1	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	atherosclerosis	adult	Apoetm1Unc	male	16 week	high fat diet	no depletion	not pooled	1	S_A16_1_FR3	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	3	1	cohort 2	20151103_Qep8_MiWi_SA_072897_FR3_55.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Apoetm1Unc	16 week
S_A16_1	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	atherosclerosis	adult	Apoetm1Unc	male	16 week	high fat diet	no depletion	not pooled	1	S_A16_1_ECM	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	4	1	cohort 2	20151103_Qep8_MiWi_SA_072897_ECM_56.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Apoetm1Unc	16 week
S_A16_2	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	atherosclerosis	adult	Apoetm1Unc	male	16 week	high fat diet	no depletion	not pooled	2	S_A16_2_FR1	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	1	1	cohort 2	20151103_Qep8_MiWi_SA_072898_FR1_57.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Apoetm1Unc	16 week
S_A16_2	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	atherosclerosis	adult	Apoetm1Unc	male	16 week	high fat diet	no depletion	not pooled	2	S_A16_2_FR2	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	2	1	cohort 2	20151103_Qep8_MiWi_SA_072898_FR2_58.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Apoetm1Unc	16 week
S_A16_2	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	atherosclerosis	adult	Apoetm1Unc	male	16 week	high fat diet	no depletion	not pooled	2	S_A16_2_FR3	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	3	1	cohort 2	20151103_Qep8_MiWi_SA_072898_FR3_59.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Apoetm1Unc	16 week
S_A16_2	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	atherosclerosis	adult	Apoetm1Unc	male	16 week	high fat diet	no depletion	not pooled	2	S_A16_2_ECM	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	4	1	cohort 2	20151103_Qep8_MiWi_SA_072898_ECM_60.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Apoetm1Unc	16 week
S_A16_3	Mus musculus	aorta	cardiovascular system	not applicable	tissue	study sample	atherosclerosis	adult	Apoetm1Unc	male	16 week	high fat diet	no depletion	not pooled	3	S_A16_3_FR1	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	300m/z-1650m/z	not available	1	1	cohort 2	20151103_Qep8_MiWi_SA_072903_FR1_45.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Apoetm1Unc	16 week
