source name	characteristics[organism]	characteristics[organism part]	characteristics[tissue supergroup]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[sex]	characteristics[strain or breed]	characteristics[sampling time]	characteristics[material type]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[ms2 mass analyzer]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[ms min mz]	comment[ms max mz]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[acquisition date]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[disease]	factor value[sampling time]	factor value[organism part]	factor value[enrichment process]
soluble_12w_tg_st_rep2	Mus musculus	striatum	central nervous system	not applicable	Huntington disease	adult	female	R6/2 (B6CBA-Tg(HDexon1)62Gpb/1J), CAG 150+/-5 transgenic	12 week	tissue	not applicable	2	20140217_EXQ6_FaHo_SA_352_12w_tg_st_whole_r2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1700m/z	not applicable	1	1	2014-02-19T04:02:43	20140217_EXQ6_FaHo_SA_352_12w_tg_st_whole_r2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Huntington disease	12 week	striatum	not applicable
soluble_12w_tg_st_rep5	Mus musculus	striatum	central nervous system	not applicable	Huntington disease	adult	female	R6/2 (B6CBA-Tg(HDexon1)62Gpb/1J), CAG 150+/-5 transgenic	12 week	tissue	not applicable	5	20141119_QEp3_FaHo_SA_420_12w_tg_st_whole_r5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2015-04-08T23:50:12	20141119_QEp3_FaHo_SA_420_12w_tg_st_whole_r5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Huntington disease	12 week	striatum	not applicable
soluble_12w_tg_st_rep6	Mus musculus	striatum	central nervous system	not applicable	Huntington disease	adult	female	R6/2 (B6CBA-Tg(HDexon1)62Gpb/1J), CAG 150+/-5 transgenic	12 week	tissue	not applicable	6	20141119_QEp3_FaHo_SA_431_12w_tg_st_whole_r6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2015-04-10T09:28:46	20141119_QEp3_FaHo_SA_431_12w_tg_st_whole_r6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Huntington disease	12 week	striatum	not applicable
soluble_12w_wt_ce_rep1	Mus musculus	cerebellum	central nervous system	not applicable	normal	adult	female	B6CBA non-transgenic littermate	12 week	tissue	not applicable	1	20140207_EXQ6_FaHo_SA_145_12w_nt_ce_whole_r1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1700m/z	not applicable	1	1	2014-02-07T19:33:20	20140207_EXQ6_FaHo_SA_145_12w_nt_ce_whole_r1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	12 week	cerebellum	not applicable
soluble_12w_wt_ce_rep2	Mus musculus	cerebellum	central nervous system	not applicable	normal	adult	female	B6CBA non-transgenic littermate	12 week	tissue	not applicable	2	20140207_EXQ6_FaHo_SA_157_12w_nt_ce_whole_r2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1700m/z	not applicable	1	1	2014-02-08T14:05:52	20140207_EXQ6_FaHo_SA_157_12w_nt_ce_whole_r2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	12 week	cerebellum	not applicable
soluble_12w_wt_ce_rep3	Mus musculus	cerebellum	central nervous system	not applicable	normal	adult	female	B6CBA non-transgenic littermate	12 week	tissue	not applicable	3	20140207_EXQ6_FaHo_SA_169_12w_nt_ce_whole_r3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1700m/z	not applicable	1	1	2014-02-09T18:33:15	20140207_EXQ6_FaHo_SA_169_12w_nt_ce_whole_r3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	12 week	cerebellum	not applicable
soluble_12w_wt_co_rep1	Mus musculus	cerebral cortex	central nervous system	not applicable	normal	adult	female	B6CBA non-transgenic littermate	12 week	tissue	not applicable	1	20140207_EXQ6_FaHo_SA_146_12w_nt_co_whole_r1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1700m/z	not applicable	1	1	2014-02-08T00:11:07	20140207_EXQ6_FaHo_SA_146_12w_nt_co_whole_r1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	12 week	cerebral cortex	not applicable
soluble_12w_wt_co_rep2	Mus musculus	cerebral cortex	central nervous system	not applicable	normal	adult	female	B6CBA non-transgenic littermate	12 week	tissue	not applicable	2	20140207_EXQ6_FaHo_SA_158_12w_nt_co_whole_r2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1700m/z	not applicable	1	1	2014-02-08T18:44:17	20140207_EXQ6_FaHo_SA_158_12w_nt_co_whole_r2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	12 week	cerebral cortex	not applicable
soluble_12w_wt_co_rep3	Mus musculus	cerebral cortex	central nervous system	not applicable	normal	adult	female	B6CBA non-transgenic littermate	12 week	tissue	not applicable	3	20140207_EXQ6_FaHo_SA_170_12w_nt_co_whole_r3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1700m/z	not applicable	1	1	2014-02-09T23:12:06	20140207_EXQ6_FaHo_SA_170_12w_nt_co_whole_r3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	12 week	cerebral cortex	not applicable
soluble_12w_wt_hc_rep1	Mus musculus	hippocampal formation	central nervous system	not applicable	normal	adult	female	B6CBA non-transgenic littermate	12 week	tissue	not applicable	1	20140207_EXQ6_FaHo_SA_147_12w_nt_hc_whole_r1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1700m/z	not applicable	1	1	2014-02-08T04:49:04	20140207_EXQ6_FaHo_SA_147_12w_nt_hc_whole_r1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	12 week	hippocampal formation	not applicable
soluble_12w_wt_hc_rep2	Mus musculus	hippocampal formation	central nervous system	not applicable	normal	adult	female	B6CBA non-transgenic littermate	12 week	tissue	not applicable	2	20140207_EXQ6_FaHo_SA_159_12w_nt_hc_whole_r2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1700m/z	not applicable	1	1	2014-02-08T23:23:01	20140207_EXQ6_FaHo_SA_159_12w_nt_hc_whole_r2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	12 week	hippocampal formation	not applicable
soluble_12w_wt_hc_rep3	Mus musculus	hippocampal formation	central nervous system	not applicable	normal	adult	female	B6CBA non-transgenic littermate	12 week	tissue	not applicable	3	20140207_EXQ6_FaHo_SA_171_12w_nt_hc_whole_r3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1700m/z	not applicable	1	1	2014-02-10T03:51:20	20140207_EXQ6_FaHo_SA_171_12w_nt_hc_whole_r3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	12 week	hippocampal formation	not applicable
soluble_12w_wt_st_rep1	Mus musculus	striatum	central nervous system	not applicable	normal	adult	female	B6CBA non-transgenic littermate	12 week	tissue	not applicable	1	20140207_EXQ6_FaHo_SA_148_12w_nt_st_whole_r1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1700m/z	not applicable	1	1	2014-02-08T09:27:12	20140207_EXQ6_FaHo_SA_148_12w_nt_st_whole_r1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	12 week	striatum	not applicable
soluble_12w_wt_st_rep2	Mus musculus	striatum	central nervous system	not applicable	normal	adult	female	B6CBA non-transgenic littermate	12 week	tissue	not applicable	2	20140207_EXQ6_FaHo_SA_160_12w_nt_st_whole_r2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1700m/z	not applicable	1	1	2014-02-09T13:55:04	20140207_EXQ6_FaHo_SA_160_12w_nt_st_whole_r2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	12 week	striatum	not applicable
soluble_12w_wt_st_rep3	Mus musculus	striatum	central nervous system	not applicable	normal	adult	female	B6CBA non-transgenic littermate	12 week	tissue	not applicable	3	20140207_EXQ6_FaHo_SA_172_12w_nt_st_whole_r3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1700m/z	not applicable	1	1	2014-02-10T08:30:23	20140207_EXQ6_FaHo_SA_172_12w_nt_st_whole_r3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	12 week	striatum	not applicable
csf_5w_tg_rep1	Mus musculus	cerebrospinal fluid	central nervous system	not applicable	Huntington disease	juvenile stage	female	R6/2 (B6CBA-Tg(HDexon1)62Gpb/1J), CAG 150+/-5 transgenic	5 week	organism part	not applicable	1	20140220_EXQ6_FaHo_SA_405_5w_tg_CSF_r1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2014-02-22T03:20:52	20140220_EXQ6_FaHo_SA_405_5w_tg_CSF_r1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Huntington disease	5 week	cerebrospinal fluid	not applicable
csf_5w_tg_rep2	Mus musculus	cerebrospinal fluid	central nervous system	not applicable	Huntington disease	juvenile stage	female	R6/2 (B6CBA-Tg(HDexon1)62Gpb/1J), CAG 150+/-5 transgenic	5 week	organism part	not applicable	2	20140221_EXQ6_FaHo_SA_406_5w_tg_CSF_r2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2014-02-22T08:17:34	20140221_EXQ6_FaHo_SA_406_5w_tg_CSF_r2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Huntington disease	5 week	cerebrospinal fluid	not applicable
csf_5w_tg_rep3	Mus musculus	cerebrospinal fluid	central nervous system	not applicable	Huntington disease	juvenile stage	female	R6/2 (B6CBA-Tg(HDexon1)62Gpb/1J), CAG 150+/-5 transgenic	5 week	organism part	not applicable	3	20140221_EXQ6_FaHo_SA_407_5w_tg_CSF_r3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2014-02-22T10:46:07	20140221_EXQ6_FaHo_SA_407_5w_tg_CSF_r3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Huntington disease	5 week	cerebrospinal fluid	not applicable
csf_5w_tg_rep4	Mus musculus	cerebrospinal fluid	central nervous system	not applicable	Huntington disease	juvenile stage	female	R6/2 (B6CBA-Tg(HDexon1)62Gpb/1J), CAG 150+/-5 transgenic	5 week	organism part	not applicable	4	20140221_EXQ6_FaHo_SA_408_5w_tg_CSF_r4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2014-02-22T13:14:38	20140221_EXQ6_FaHo_SA_408_5w_tg_CSF_r4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Huntington disease	5 week	cerebrospinal fluid	not applicable
csf_5w_wt_rep1	Mus musculus	cerebrospinal fluid	central nervous system	not applicable	normal	juvenile stage	female	B6CBA non-transgenic littermate	5 week	organism part	not applicable	1	20140220_EXQ6_FaHo_SA_389_5w_nt_CSF_r1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2014-02-20T23:26:18	20140220_EXQ6_FaHo_SA_389_5w_nt_CSF_r1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	5 week	cerebrospinal fluid	not applicable
csf_5w_wt_rep2	Mus musculus	cerebrospinal fluid	central nervous system	not applicable	normal	juvenile stage	female	B6CBA non-transgenic littermate	5 week	organism part	not applicable	2	20140220_EXQ6_FaHo_SA_390_5w_nt_CSF_r2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2014-02-21T01:58:11	20140220_EXQ6_FaHo_SA_390_5w_nt_CSF_r2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	5 week	cerebrospinal fluid	not applicable
csf_5w_wt_rep3	Mus musculus	cerebrospinal fluid	central nervous system	not applicable	normal	juvenile stage	female	B6CBA non-transgenic littermate	5 week	organism part	not applicable	3	20140220_EXQ6_FaHo_SA_391_5w_nt_CSF_r3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable;PP=Anywhere	NT=Acetyl;AC=UNIMOD:1;MT=Variable;PP=Protein N-term	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	NT=orbitrap;AC=MS:1000484	4.5 ppm	20 ppm	not available	not available	300m/z	1650m/z	not applicable	1	1	2014-02-21T04:30:31	20140220_EXQ6_FaHo_SA_391_5w_nt_CSF_r3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	normal	5 week	cerebrospinal fluid	not applicable
