source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[genotype]	characteristics[sampling time]	characteristics[duration]	characteristics[material type]	characteristics[sample type]	characteristics[cell fraction]	characteristics[enrichment process]	characteristics[pooled sample]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[ms2 mass analyzer]	comment[ms1 scan range]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[fractionation method]	comment[fraction identifier]	comment[sample preparation batch]	comment[acquisition date]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[sampling time]	factor value[genotype]	factor value[cell fraction]	factor value[duration]
PXD001364_DAF2day01	Caenorhabditis elegans	multicellular organism	not applicable	normal	adult	not available	daf-2(e1370)	1 day	not applicable	whole organism	study sample	total cell lysate	not applicable	not pooled	1	20091015_Velos3_DiWa_SA_Celegans_Daf2-Day1_Offgel05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC light	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	40 NCE	orbitrap	300m/z-1600m/z	not available	20 ppm	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Off-gel electrophoresis;AC=PRIDE:0000552	5	TotalProteomeTimeCourse	2009-10-15	1	20091015_Velos3_DiWa_SA_Celegans_Daf2-Day1_Offgel05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	1 day	daf-2(e1370)	total cell lysate	not applicable
PXD001364_DAF2day01_heavy	Caenorhabditis elegans	multicellular organism	not applicable	normal	adult	not available	not available	not applicable	not applicable	whole organism	reference	total cell lysate	not applicable	pooled	pooled	20091015_Velos3_DiWa_SA_Celegans_Daf2-Day1_Offgel05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC heavy	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	40 NCE	orbitrap	300m/z-1600m/z	not available	20 ppm	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Off-gel electrophoresis;AC=PRIDE:0000552	5	TotalProteomeTimeCourse	2009-10-15	1	20091015_Velos3_DiWa_SA_Celegans_Daf2-Day1_Offgel05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	not available	total cell lysate	not applicable
PXD001364_DAF2day01	Caenorhabditis elegans	multicellular organism	not applicable	normal	adult	not available	daf-2(e1370)	1 day	not applicable	whole organism	study sample	total cell lysate	not applicable	not pooled	1	20091015_Velos3_DiWa_SA_Celegans_Daf2-Day1_Offgel06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC light	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	40 NCE	orbitrap	300m/z-1600m/z	not available	20 ppm	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Off-gel electrophoresis;AC=PRIDE:0000552	6	TotalProteomeTimeCourse	2009-10-15	1	20091015_Velos3_DiWa_SA_Celegans_Daf2-Day1_Offgel06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	1 day	daf-2(e1370)	total cell lysate	not applicable
PXD001364_DAF2day01_heavy	Caenorhabditis elegans	multicellular organism	not applicable	normal	adult	not available	not available	not applicable	not applicable	whole organism	reference	total cell lysate	not applicable	pooled	pooled	20091015_Velos3_DiWa_SA_Celegans_Daf2-Day1_Offgel06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC heavy	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	40 NCE	orbitrap	300m/z-1600m/z	not available	20 ppm	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Off-gel electrophoresis;AC=PRIDE:0000552	6	TotalProteomeTimeCourse	2009-10-15	1	20091015_Velos3_DiWa_SA_Celegans_Daf2-Day1_Offgel06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	not available	total cell lysate	not applicable
PXD001364_DAF2day01	Caenorhabditis elegans	multicellular organism	not applicable	normal	adult	not available	daf-2(e1370)	1 day	not applicable	whole organism	study sample	total cell lysate	not applicable	not pooled	1	20091015_Velos3_DiWa_SA_Celegans_Daf2-Day1_Offgel07	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC light	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	40 NCE	orbitrap	300m/z-1600m/z	not available	20 ppm	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Off-gel electrophoresis;AC=PRIDE:0000552	7	TotalProteomeTimeCourse	2009-10-15	1	20091015_Velos3_DiWa_SA_Celegans_Daf2-Day1_Offgel07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	1 day	daf-2(e1370)	total cell lysate	not applicable
PXD001364_DAF2day01_heavy	Caenorhabditis elegans	multicellular organism	not applicable	normal	adult	not available	not available	not applicable	not applicable	whole organism	reference	total cell lysate	not applicable	pooled	pooled	20091015_Velos3_DiWa_SA_Celegans_Daf2-Day1_Offgel07	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC heavy	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	40 NCE	orbitrap	300m/z-1600m/z	not available	20 ppm	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Off-gel electrophoresis;AC=PRIDE:0000552	7	TotalProteomeTimeCourse	2009-10-15	1	20091015_Velos3_DiWa_SA_Celegans_Daf2-Day1_Offgel07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	not available	total cell lysate	not applicable
PXD001364_DAF2day01	Caenorhabditis elegans	multicellular organism	not applicable	normal	adult	not available	daf-2(e1370)	1 day	not applicable	whole organism	study sample	total cell lysate	not applicable	not pooled	1	20091015_Velos3_DiWa_SA_Celegans_Daf2-Day1_Offgel08	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC light	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	40 NCE	orbitrap	300m/z-1600m/z	not available	20 ppm	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Off-gel electrophoresis;AC=PRIDE:0000552	8	TotalProteomeTimeCourse	2009-10-15	1	20091015_Velos3_DiWa_SA_Celegans_Daf2-Day1_Offgel08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	1 day	daf-2(e1370)	total cell lysate	not applicable
PXD001364_DAF2day01_heavy	Caenorhabditis elegans	multicellular organism	not applicable	normal	adult	not available	not available	not applicable	not applicable	whole organism	reference	total cell lysate	not applicable	pooled	pooled	20091015_Velos3_DiWa_SA_Celegans_Daf2-Day1_Offgel08	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC heavy	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	40 NCE	orbitrap	300m/z-1600m/z	not available	20 ppm	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Off-gel electrophoresis;AC=PRIDE:0000552	8	TotalProteomeTimeCourse	2009-10-15	1	20091015_Velos3_DiWa_SA_Celegans_Daf2-Day1_Offgel08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	not available	total cell lysate	not applicable
PXD001364_DAF2day01	Caenorhabditis elegans	multicellular organism	not applicable	normal	adult	not available	daf-2(e1370)	1 day	not applicable	whole organism	study sample	total cell lysate	not applicable	not pooled	1	20091015_Velos3_DiWa_SA_Celegans_Daf2-Day1_Offgel09	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC light	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	40 NCE	orbitrap	300m/z-1600m/z	not available	20 ppm	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Off-gel electrophoresis;AC=PRIDE:0000552	9	TotalProteomeTimeCourse	2009-10-15	1	20091015_Velos3_DiWa_SA_Celegans_Daf2-Day1_Offgel09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	1 day	daf-2(e1370)	total cell lysate	not applicable
PXD001364_DAF2day01_heavy	Caenorhabditis elegans	multicellular organism	not applicable	normal	adult	not available	not available	not applicable	not applicable	whole organism	reference	total cell lysate	not applicable	pooled	pooled	20091015_Velos3_DiWa_SA_Celegans_Daf2-Day1_Offgel09	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC heavy	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	40 NCE	orbitrap	300m/z-1600m/z	not available	20 ppm	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Off-gel electrophoresis;AC=PRIDE:0000552	9	TotalProteomeTimeCourse	2009-10-15	1	20091015_Velos3_DiWa_SA_Celegans_Daf2-Day1_Offgel09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	not available	total cell lysate	not applicable
PXD001364_DAF2day01	Caenorhabditis elegans	multicellular organism	not applicable	normal	adult	not available	daf-2(e1370)	1 day	not applicable	whole organism	study sample	total cell lysate	not applicable	not pooled	1	20091015_Velos3_DiWa_SA_Celegans_Daf2-Day1_Offgel10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC light	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	40 NCE	orbitrap	300m/z-1600m/z	not available	20 ppm	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Off-gel electrophoresis;AC=PRIDE:0000552	10	TotalProteomeTimeCourse	2009-10-15	1	20091015_Velos3_DiWa_SA_Celegans_Daf2-Day1_Offgel10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	1 day	daf-2(e1370)	total cell lysate	not applicable
PXD001364_DAF2day01_heavy	Caenorhabditis elegans	multicellular organism	not applicable	normal	adult	not available	not available	not applicable	not applicable	whole organism	reference	total cell lysate	not applicable	pooled	pooled	20091015_Velos3_DiWa_SA_Celegans_Daf2-Day1_Offgel10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC heavy	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	40 NCE	orbitrap	300m/z-1600m/z	not available	20 ppm	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Off-gel electrophoresis;AC=PRIDE:0000552	10	TotalProteomeTimeCourse	2009-10-15	1	20091015_Velos3_DiWa_SA_Celegans_Daf2-Day1_Offgel10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	not available	total cell lysate	not applicable
PXD001364_DAF2day06	Caenorhabditis elegans	multicellular organism	not applicable	normal	adult	not available	daf-2(e1370)	6 day	not applicable	whole organism	study sample	total cell lysate	not applicable	not pooled	1	20091017_Velos3_DiWa_SA_Celegans_Daf2-Day6_Offgel01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC light	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	40 NCE	orbitrap	300m/z-1600m/z	not available	20 ppm	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	TotalProteomeTimeCourse	2009-10-17	1	20091017_Velos3_DiWa_SA_Celegans_Daf2-Day6_Offgel01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	6 day	daf-2(e1370)	total cell lysate	not applicable
PXD001364_DAF2day06_heavy	Caenorhabditis elegans	multicellular organism	not applicable	normal	adult	not available	not available	not applicable	not applicable	whole organism	reference	total cell lysate	not applicable	pooled	pooled	20091017_Velos3_DiWa_SA_Celegans_Daf2-Day6_Offgel01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC heavy	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	40 NCE	orbitrap	300m/z-1600m/z	not available	20 ppm	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	TotalProteomeTimeCourse	2009-10-17	1	20091017_Velos3_DiWa_SA_Celegans_Daf2-Day6_Offgel01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	not available	total cell lysate	not applicable
PXD001364_DAF2day06	Caenorhabditis elegans	multicellular organism	not applicable	normal	adult	not available	daf-2(e1370)	6 day	not applicable	whole organism	study sample	total cell lysate	not applicable	not pooled	1	20091017_Velos3_DiWa_SA_Celegans_Daf2-Day6_Offgel02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC light	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	40 NCE	orbitrap	300m/z-1600m/z	not available	20 ppm	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Off-gel electrophoresis;AC=PRIDE:0000552	2	TotalProteomeTimeCourse	2009-10-17	1	20091017_Velos3_DiWa_SA_Celegans_Daf2-Day6_Offgel02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	6 day	daf-2(e1370)	total cell lysate	not applicable
PXD001364_DAF2day06_heavy	Caenorhabditis elegans	multicellular organism	not applicable	normal	adult	not available	not available	not applicable	not applicable	whole organism	reference	total cell lysate	not applicable	pooled	pooled	20091017_Velos3_DiWa_SA_Celegans_Daf2-Day6_Offgel02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC heavy	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	40 NCE	orbitrap	300m/z-1600m/z	not available	20 ppm	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Off-gel electrophoresis;AC=PRIDE:0000552	2	TotalProteomeTimeCourse	2009-10-17	1	20091017_Velos3_DiWa_SA_Celegans_Daf2-Day6_Offgel02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	not available	total cell lysate	not applicable
PXD001364_DAF2day06	Caenorhabditis elegans	multicellular organism	not applicable	normal	adult	not available	daf-2(e1370)	6 day	not applicable	whole organism	study sample	total cell lysate	not applicable	not pooled	1	20091017_Velos3_DiWa_SA_Celegans_Daf2-Day6_Offgel03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC light	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	40 NCE	orbitrap	300m/z-1600m/z	not available	20 ppm	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Off-gel electrophoresis;AC=PRIDE:0000552	3	TotalProteomeTimeCourse	2009-10-17	1	20091017_Velos3_DiWa_SA_Celegans_Daf2-Day6_Offgel03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	6 day	daf-2(e1370)	total cell lysate	not applicable
PXD001364_DAF2day06_heavy	Caenorhabditis elegans	multicellular organism	not applicable	normal	adult	not available	not available	not applicable	not applicable	whole organism	reference	total cell lysate	not applicable	pooled	pooled	20091017_Velos3_DiWa_SA_Celegans_Daf2-Day6_Offgel03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC heavy	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	40 NCE	orbitrap	300m/z-1600m/z	not available	20 ppm	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Off-gel electrophoresis;AC=PRIDE:0000552	3	TotalProteomeTimeCourse	2009-10-17	1	20091017_Velos3_DiWa_SA_Celegans_Daf2-Day6_Offgel03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	not available	total cell lysate	not applicable
PXD001364_DAF2day06	Caenorhabditis elegans	multicellular organism	not applicable	normal	adult	not available	daf-2(e1370)	6 day	not applicable	whole organism	study sample	total cell lysate	not applicable	not pooled	1	20091017_Velos3_DiWa_SA_Celegans_Daf2-Day6_Offgel04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC light	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	40 NCE	orbitrap	300m/z-1600m/z	not available	20 ppm	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Off-gel electrophoresis;AC=PRIDE:0000552	4	TotalProteomeTimeCourse	2009-10-17	1	20091017_Velos3_DiWa_SA_Celegans_Daf2-Day6_Offgel04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	6 day	daf-2(e1370)	total cell lysate	not applicable
PXD001364_DAF2day06_heavy	Caenorhabditis elegans	multicellular organism	not applicable	normal	adult	not available	not available	not applicable	not applicable	whole organism	reference	total cell lysate	not applicable	pooled	pooled	20091017_Velos3_DiWa_SA_Celegans_Daf2-Day6_Offgel04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC heavy	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	40 NCE	orbitrap	300m/z-1600m/z	not available	20 ppm	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Off-gel electrophoresis;AC=PRIDE:0000552	4	TotalProteomeTimeCourse	2009-10-17	1	20091017_Velos3_DiWa_SA_Celegans_Daf2-Day6_Offgel04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	not available	total cell lysate	not applicable
PXD001364_DAF2day06	Caenorhabditis elegans	multicellular organism	not applicable	normal	adult	not available	daf-2(e1370)	6 day	not applicable	whole organism	study sample	total cell lysate	not applicable	not pooled	1	20091017_Velos3_DiWa_SA_Celegans_Daf2-Day6_Offgel05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC light	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	40 NCE	orbitrap	300m/z-1600m/z	not available	20 ppm	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Off-gel electrophoresis;AC=PRIDE:0000552	5	TotalProteomeTimeCourse	2009-10-17	1	20091017_Velos3_DiWa_SA_Celegans_Daf2-Day6_Offgel05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	6 day	daf-2(e1370)	total cell lysate	not applicable
PXD001364_DAF2day06_heavy	Caenorhabditis elegans	multicellular organism	not applicable	normal	adult	not available	not available	not applicable	not applicable	whole organism	reference	total cell lysate	not applicable	pooled	pooled	20091017_Velos3_DiWa_SA_Celegans_Daf2-Day6_Offgel05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	SILAC heavy	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	40 NCE	orbitrap	300m/z-1600m/z	not available	20 ppm	not available	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Off-gel electrophoresis;AC=PRIDE:0000552	5	TotalProteomeTimeCourse	2009-10-17	1	20091017_Velos3_DiWa_SA_Celegans_Daf2-Day6_Offgel05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	not applicable	not available	total cell lysate	not applicable
