source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[material type]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[individual]	characteristics[treatment]	characteristics[sampling time]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[ms1 scan range]	comment[ms2 mass analyzer]	comment[cleavage agent details]	comment[cleavage agent details]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[elution conditions]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[cell type]	factor value[treatment]
MO.classical_activated_cellular_04	Homo sapiens	blood	CD14-positive, CD16-negative classical monocyte	normal	cell	adult	not available	not available	not available	not available	lipopolysaccharide and resiquimod	12 hour	4	Library_single.shot_47activated	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	26 NCE	300m/z-1650m/z	NT=orbitrap;AC=MS:1000484	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	7 ppm	20 ppm	not applicable	nonlinear 5-60% buffer B (80% acetonitrile, 0.5% formic acid) over 180 min at 250 nl/min	1	1	Library_single.shot_47activated.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	CD14-positive, CD16-negative classical monocyte	lipopolysaccharide and resiquimod
MO.classical_activated_cellular_05	Homo sapiens	blood	CD14-positive, CD16-negative classical monocyte	normal	cell	adult	not available	not available	not available	not available	lipopolysaccharide and resiquimod	12 hour	5	Library_single.shot_46activated	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	26 NCE	300m/z-1650m/z	NT=orbitrap;AC=MS:1000484	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	7 ppm	20 ppm	not applicable	nonlinear 5-60% buffer B (80% acetonitrile, 0.5% formic acid) over 180 min at 250 nl/min	1	1	Library_single.shot_46activated.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	CD14-positive, CD16-negative classical monocyte	lipopolysaccharide and resiquimod
MO.classical_steady-state_cellular_01	Homo sapiens	blood	CD14-positive, CD16-negative classical monocyte	normal	cell	adult	not available	not available	not available	not available	untreated	not applicable	1	MO.classical_01steady-state	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	26 NCE	300m/z-1650m/z	NT=orbitrap;AC=MS:1000484	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	7 ppm	20 ppm	not applicable	nonlinear 5-60% buffer B (80% acetonitrile, 0.5% formic acid) over 180 min at 250 nl/min	1	1	MO.classical_01steady-state.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	CD14-positive, CD16-negative classical monocyte	untreated
MO.classical_steady-state_cellular_01	Homo sapiens	blood	CD14-positive, CD16-negative classical monocyte	normal	cell	adult	not available	not available	not available	not available	untreated	not applicable	1	Library_single.shot_83steady-state	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	26 NCE	300m/z-1650m/z	NT=orbitrap;AC=MS:1000484	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	7 ppm	20 ppm	not applicable	nonlinear 5-60% buffer B (80% acetonitrile, 0.5% formic acid) over 180 min at 250 nl/min	1	2	Library_single.shot_83steady-state.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	CD14-positive, CD16-negative classical monocyte	untreated
MO.classical_steady-state_cellular_02	Homo sapiens	blood	CD14-positive, CD16-negative classical monocyte	normal	cell	adult	not available	not available	not available	not available	untreated	not applicable	2	MO.classical_02steady-state	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	26 NCE	300m/z-1650m/z	NT=orbitrap;AC=MS:1000484	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	7 ppm	20 ppm	not applicable	nonlinear 5-60% buffer B (80% acetonitrile, 0.5% formic acid) over 180 min at 250 nl/min	1	1	MO.classical_02steady-state.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	CD14-positive, CD16-negative classical monocyte	untreated
MO.classical_steady-state_cellular_03	Homo sapiens	blood	CD14-positive, CD16-negative classical monocyte	normal	cell	adult	not available	not available	not available	not available	untreated	not applicable	3	MO.classical_03steady-state	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	26 NCE	300m/z-1650m/z	NT=orbitrap;AC=MS:1000484	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	7 ppm	20 ppm	not applicable	nonlinear 5-60% buffer B (80% acetonitrile, 0.5% formic acid) over 180 min at 250 nl/min	1	1	MO.classical_03steady-state.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	CD14-positive, CD16-negative classical monocyte	untreated
MO.classical_steady-state_cellular_03	Homo sapiens	blood	CD14-positive, CD16-negative classical monocyte	normal	cell	adult	not available	not available	not available	not available	untreated	not applicable	3	Library_single.shot_69steady-state	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	26 NCE	300m/z-1650m/z	NT=orbitrap;AC=MS:1000484	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	7 ppm	20 ppm	not applicable	nonlinear 5-60% buffer B (80% acetonitrile, 0.5% formic acid) over 180 min at 250 nl/min	1	2	Library_single.shot_69steady-state.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	CD14-positive, CD16-negative classical monocyte	untreated
MO.classical_steady-state_cellular_04	Homo sapiens	blood	CD14-positive, CD16-negative classical monocyte	normal	cell	adult	not available	not available	not available	not available	untreated	not applicable	4	MO.classical_04steady-state	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	26 NCE	300m/z-1650m/z	NT=orbitrap;AC=MS:1000484	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	7 ppm	20 ppm	not applicable	nonlinear 5-60% buffer B (80% acetonitrile, 0.5% formic acid) over 180 min at 250 nl/min	1	1	MO.classical_04steady-state.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	CD14-positive, CD16-negative classical monocyte	untreated
MO.classical_unstim_secretome_01	Homo sapiens	blood	CD14-positive, CD16-negative classical monocyte	normal	not applicable	adult	not available	not available	not available	not available	untreated	12 hour	1	20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_01	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	300m/z-1650m/z	NT=orbitrap;AC=MS:1000484	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	7 ppm	20 ppm	not applicable	120 min gradient	1	1	20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	CD14-positive, CD16-negative classical monocyte	untreated
MO.classical_unstim_secretome_02	Homo sapiens	blood	CD14-positive, CD16-negative classical monocyte	normal	not applicable	adult	not available	not available	not available	not available	untreated	12 hour	2	20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_02	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	300m/z-1650m/z	NT=orbitrap;AC=MS:1000484	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	7 ppm	20 ppm	not applicable	120 min gradient	1	1	20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	CD14-positive, CD16-negative classical monocyte	untreated
MO.classical_unstim_secretome_03	Homo sapiens	blood	CD14-positive, CD16-negative classical monocyte	normal	not applicable	adult	not available	not available	not available	not available	untreated	12 hour	3	20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_03	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	300m/z-1650m/z	NT=orbitrap;AC=MS:1000484	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	7 ppm	20 ppm	not applicable	120 min gradient	1	1	20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	CD14-positive, CD16-negative classical monocyte	untreated
MO.classical_unstim_secretome_04	Homo sapiens	blood	CD14-positive, CD16-negative classical monocyte	normal	not applicable	adult	not available	not available	not available	not available	untreated	12 hour	4	20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_04	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	300m/z-1650m/z	NT=orbitrap;AC=MS:1000484	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	7 ppm	20 ppm	not applicable	120 min gradient	1	1	20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	CD14-positive, CD16-negative classical monocyte	untreated
MO.classical_unstim_secretome_05	Homo sapiens	blood	CD14-positive, CD16-negative classical monocyte	normal	not applicable	adult	not available	not available	not available	not available	untreated	12 hour	5	20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_05	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	300m/z-1650m/z	NT=orbitrap;AC=MS:1000484	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	7 ppm	20 ppm	not applicable	120 min gradient	1	1	20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	CD14-positive, CD16-negative classical monocyte	untreated
MO.classical_unstim_secretome_05	Homo sapiens	blood	CD14-positive, CD16-negative classical monocyte	normal	not applicable	adult	not available	not available	not available	not available	untreated	12 hour	5	20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_05_150822235658	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	300m/z-1650m/z	NT=orbitrap;AC=MS:1000484	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	7 ppm	20 ppm	not applicable	120 min gradient	1	2	20150817_QEp8_JaRi_SA_Sups_MOclassical_CTR_05_150822235658.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	CD14-positive, CD16-negative classical monocyte	untreated
MO.intermediate_LPS_secretome_01	Homo sapiens	blood	CD14-positive, CD16-positive monocyte	normal	not applicable	adult	not available	not available	not available	not available	Lipopolysaccharide	12 hour	1	20150817_QEp8_JaRi_SA_Sups_MOintermediate_LPS_01	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	300m/z-1650m/z	NT=orbitrap;AC=MS:1000484	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	7 ppm	20 ppm	not applicable	120 min gradient	1	1	20150817_QEp8_JaRi_SA_Sups_MOintermediate_LPS_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	CD14-positive, CD16-positive monocyte	Lipopolysaccharide
MO.intermediate_LPS_secretome_02	Homo sapiens	blood	CD14-positive, CD16-positive monocyte	normal	not applicable	adult	not available	not available	not available	not available	Lipopolysaccharide	12 hour	2	20150817_QEp8_JaRi_SA_Sups_MOintermediate_LPS_02	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	300m/z-1650m/z	NT=orbitrap;AC=MS:1000484	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	7 ppm	20 ppm	not applicable	120 min gradient	1	1	20150817_QEp8_JaRi_SA_Sups_MOintermediate_LPS_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	CD14-positive, CD16-positive monocyte	Lipopolysaccharide
MO.intermediate_LPS_secretome_03	Homo sapiens	blood	CD14-positive, CD16-positive monocyte	normal	not applicable	adult	not available	not available	not available	not available	Lipopolysaccharide	12 hour	3	20150817_QEp8_JaRi_SA_Sups_MOintermediate_LPS_03	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	300m/z-1650m/z	NT=orbitrap;AC=MS:1000484	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	7 ppm	20 ppm	not applicable	120 min gradient	1	1	20150817_QEp8_JaRi_SA_Sups_MOintermediate_LPS_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	CD14-positive, CD16-positive monocyte	Lipopolysaccharide
MO.intermediate_LPS_secretome_04	Homo sapiens	blood	CD14-positive, CD16-positive monocyte	normal	not applicable	adult	not available	not available	not available	not available	Lipopolysaccharide	12 hour	4	20150817_QEp8_JaRi_SA_Sups_MOintermediate_LPS_04	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	300m/z-1650m/z	NT=orbitrap;AC=MS:1000484	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	7 ppm	20 ppm	not applicable	120 min gradient	1	1	20150817_QEp8_JaRi_SA_Sups_MOintermediate_LPS_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	CD14-positive, CD16-positive monocyte	Lipopolysaccharide
MO.intermediate_LPS_secretome_05	Homo sapiens	blood	CD14-positive, CD16-positive monocyte	normal	not applicable	adult	not available	not available	not available	not available	Lipopolysaccharide	12 hour	5	20150817_QEp8_JaRi_SA_Sups_MOintermediate_LPS_05	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	300m/z-1650m/z	NT=orbitrap;AC=MS:1000484	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	7 ppm	20 ppm	not applicable	120 min gradient	1	1	20150817_QEp8_JaRi_SA_Sups_MOintermediate_LPS_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	CD14-positive, CD16-positive monocyte	Lipopolysaccharide
MO.intermediate_LTA_secretome_01	Homo sapiens	blood	CD14-positive, CD16-positive monocyte	normal	not applicable	adult	not available	not available	not available	not available	Lipoteichoic Acid	12 hour	1	20150817_QEp8_JaRi_SA_Sups_MOintermediate_LTA_01	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	300m/z-1650m/z	NT=orbitrap;AC=MS:1000484	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	7 ppm	20 ppm	not applicable	120 min gradient	1	1	20150817_QEp8_JaRi_SA_Sups_MOintermediate_LTA_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	CD14-positive, CD16-positive monocyte	Lipoteichoic Acid
MO.intermediate_LTA_secretome_02	Homo sapiens	blood	CD14-positive, CD16-positive monocyte	normal	not applicable	adult	not available	not available	not available	not available	Lipoteichoic Acid	12 hour	2	20150817_QEp8_JaRi_SA_Sups_MOintermediate_LTA_02	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	label free sample	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCD;AC=MS:1000422	27 NCE	300m/z-1650m/z	NT=orbitrap;AC=MS:1000484	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	7 ppm	20 ppm	not applicable	120 min gradient	1	1	20150817_QEp8_JaRi_SA_Sups_MOintermediate_LTA_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	CD14-positive, CD16-positive monocyte	Lipoteichoic Acid
